round,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10
451,0.3161441546,1.6968181513,0.1881936193,4.6804023516,4.8579125944,1.7559665761,2.2690524931,0.0948593547,0.0290513995,0.0157595619
452,0.3132950753,1.6899508608,0.1814836034,4.7460764018,4.8566544186,1.7519371134,2.2755596652,0.0941577531,0.0289833733,0.0218160428
453,0.3233683028,1.7049111624,0.1883014274,4.7656909991,4.8538558387,1.7699593041,2.3089181282,0.0939061566,0.0262004573,0.023546192
454,0.2925201505,1.7459935625,0.1779948767,4.8105216332,4.874636764,1.7882647485,2.3264304772,0.0950361714,0.0310328096,0.0235243454
455,0.2418773902,1.7858023794,0.1700340402,4.8226746816,4.8739202818,1.8093506883,2.3410464018,0.0949448655,0.0273637237,0.0227657675
456,0.118791918,1.8316934258,0.1742049195,4.8383048753,4.8757154736,1.8329520133,2.3566214837,0.0979768567,0.0299224661,0.0199329877
457,0.0790621699,1.8504016006,0.1779822912,4.8484663445,4.8736930329,1.8371702283,2.3580887592,0.0994482882,0.0210700968,0.0157845538
458,0.4340004372,1.8458319727,0.1792996549,4.8232721965,4.8719498204,1.8384429925,2.3585462931,0.0982773795,0.0060608494,0.0084926324
459,0.3226349416,2.707934675,0.2804215624,3.5455788108,2.9841666816,2.4394536395,2.6084084848,0.1287938406,0.0128233549,0.0004746161
460,0.4313161548,2.7804732819,0.2782427344,3.5595990807,2.9861305807,2.4827792032,2.636213899,0.1358139668,0.0221739161,0.0027727851
461,0.4111215053,2.8466600529,0.2763564831,3.6020351502,3.0035842137,2.5377362597,2.671376097,0.1378720211,0.0118725024,0.0005473321
462,0.4124046692,2.8377040401,0.2709191051,3.6722394157,3.0012308664,2.530976559,2.6740607474,0.1357351158,0.0107819642,0.0126529745
463,0.4033555794,2.8563372232,0.2830256149,3.694649955,3.0038522089,2.5523530434,2.7214290337,0.1356863481,0.0123290206,0.0087876079
464,0.3730450952,2.9264899655,0.2674858056,3.7150112591,3.0283598875,2.5719102981,2.7388195096,0.1352634787,0.0112867006,0.0040339413
465,0.331181556,2.9722632254,0.262192091,3.78181414,3.0353311542,2.63461935,2.7888089221,0.1340119869,0.0188749656,0.0085790628
466,0.302540115,3.0069466467,0.2670212037,3.7990529662,3.0437755228,2.5904942114,2.8022249567,0.1414919727,0.0188316556,0.0119681016
467,0.2612984842,3.0207396484,0.2717356733,3.8172564624,3.048389855,2.5931878643,2.8044183927,0.1455846184,0.0273986998,0.0165438383
468,0.6098155442,3.0166081874,0.2735181369,3.8177208008,3.0490427958,2.5941939729,2.8061016927,0.1459298287,0.0397181064,0.0225992361
469,0.5064468425,1.8179054856,0.2457396129,3.6379112235,3.9241015466,2.6079166897,1.63132253,0.1197357472,0.0243891094,0.0012046276
470,0.4562164368,1.8788667111,0.2454566883,3.6516739162,3.9280756192,2.4886469008,1.654457572,0.1188637573,0.0373761203,0.0045149049
471,0.444906066,1.9250074536,0.2450374729,3.7002954416,3.9476903338,2.5479041294,1.6792904069,0.1237283993,0.0350762425,0.0047482843
472,0.4576321561,1.9121513504,0.2395594887,3.7651217589,3.9534473222,2.5324367432,1.6771016641,0.1166721799,0.0348839305,0.0250136379
473,0.4500173531,1.9286198989,0.2524458776,3.7860059308,4.0345659805,2.5742578865,1.702878289,0.1806345486,0.0350813679,0.0310310739
474,0.4199985199,1.9576683896,0.2343385994,3.8264145451,4.0569904138,2.5992360367,1.7184997584,0.1564347038,0.0369208833,0.0310550868
475,0.3841990289,2.0269804438,0.2303813988,3.8452636608,4.0671312256,2.6386436313,1.7449114897,0.1285984622,0.046375223,0.0256182122
476,0.3542581312,2.0545768799,0.2359153683,3.9334920917,4.0787798472,2.6679057586,1.7607743875,0.090302301,0.0506191545,0.0333297314
477,0.3176486229,2.0646218694,0.2408026845,3.9553725957,4.0882069452,2.675478736,1.7636344392,0.0446430767,0.0629459935,0.040457754
478,0.620314052,2.0642650124,0.2429345517,3.7301367678,3.9458676705,2.6750254818,1.7659210235,0.0117631556,0.0762561201,0.0497213074
479,0.5330775297,2.2619083293,0.2754728863,5.3978493162,4.8422013341,2.0852197179,2.2186331873,0.061628635,0.0086246576,0.0236024583
480,0.47354692,2.3091469707,0.2755571461,5.4229214573,4.8519896923,2.0032491787,2.2381454435,0.0507666552,0.0241530852,0.0319569928
481,0.4780901665,2.3037984974,0.2770124078,5.5254512412,4.8753289784,2.1259504004,2.2548885604,0.0207947436,0.0264493503,0.0338049478
482,0.4850582326,2.2790884961,0.2720680106,5.597734018,4.9211765319,2.1151643349,2.249624399,0.0211846649,0.0285999332,0.0679576238
483,0.4804970909,2.2864769038,0.2665133025,5.6361259792,4.9409098818,2.1535371114,2.2673537425,0.3640436135,0.0299945029,0.0779625609
484,0.4504047966,2.361335433,0.2500780693,5.690931999,4.9780788374,2.183115114,2.2837655482,0.3183280816,0.0173997469,0.0781790277
485,0.4177776618,2.3964203082,0.2471070617,5.7211885214,4.9981147467,2.222502214,2.3068190409,0.2729947037,0.0279826356,0.0733793008
486,0.3399906069,2.349506343,0.2536170478,5.7439424475,5.0194230569,2.2538178959,2.3227755429,0.2239625675,0.0379286107,0.0862312246
487,0.3171441819,2.3560420591,0.2592974648,5.7764415657,5.0398606595,2.262051013,2.3276194278,0.169491332,0.053122984,0.0940573348
488,0.5479129653,2.3565328261,0.2618643149,5.5051833805,4.8294718055,2.1977670403,2.3297371221,0.1354695771,0.0684266843,0.1071078261
489,0.4864003884,2.3874055191,0.2325750858,2.2315358855,2.5754726862,1.5079366711,2.7345384227,0.1356846188,0.0818381835,0.0172769844
490,0.4887243233,2.4249045453,0.2342563701,2.267214911,2.5955485499,1.585238509,2.7512887026,0.1156962705,0.0965108567,0.0271745274
491,0.5967227935,2.4436565718,0.2383306454,2.4453422643,2.6212026187,1.6538185798,2.7595095503,0.0767355324,0.1030970915,0.0319455451
492,0.6056165051,2.4135665267,0.2343250951,2.5117208916,2.7100626963,1.6275113578,2.7536516537,0.0765760053,0.1434244584,0.0392821047
493,0.6070909907,2.4227401948,0.2252448837,2.5582529073,2.7441274894,1.6604792722,2.7657584219,0.3678610251,0.1510090617,0.0575484685
494,0.5770280419,2.4452174376,0.2092355854,2.6238296125,2.9514076973,1.690298541,2.7831942604,0.3241819424,0.1477701355,0.0576823906
495,0.5436885751,2.4801934511,0.2071045381,2.6596147835,2.9822540859,1.7566089313,2.819113314,0.2836619042,0.1581263994,0.0523529147
496,0.3556399576,2.5018956368,0.2145324581,2.6857439904,3.0119220115,1.7815639642,2.8349125542,0.2459014163,0.173178421,0.0696672092
497,0.3370292258,2.5063012297,0.2208187153,2.7161117038,3.0373023441,1.7849720681,2.8418823866,0.2115510335,0.1826930653,0.0768420984
498,0.5627458608,2.5081279535,0.2237371314,2.4285530737,2.7813928639,1.7844077238,2.8436315586,0.1860044941,0.2014342029,0.0922082643
499,0.5100483739,1.6496290706,0.1458324746,3.0524827071,3.6390082288,1.629602236,1.6729924214,0.1799891241,0.1170899473,0.0294320241
500,0.4910730028,1.6783038798,0.1472344612,3.0985706754,3.6691681335,1.6845814095,1.690943398,0.1596636906,0.1393321744,0.0398550508
501,0.6258324704,1.5893081997,0.1539687588,3.2863705293,3.6919200734,1.7157904896,1.6865085141,0.123648104,0.1578113555,0.0458131936
502,0.6337776375,1.6216322763,0.1507476404,3.3529753478,3.805222611,1.6855873063,1.687811772,0.1253279947,0.168263731,0.0598941461
503,0.6381537239,1.6231672248,0.1387485773,3.4095873208,3.8549214535,1.7001052289,1.6938090023,0.3651513241,0.1778662676,0.0802908733
504,0.6079754335,1.6450254274,0.1215253725,3.4874672278,3.925742781,1.7223559021,1.7115121031,0.3119198077,0.1753180976,0.0807543077
505,0.5736841501,1.6735904157,0.1198102122,3.5320016484,3.9642302043,1.749951462,1.7579374063,0.2823658183,0.1842657511,0.0751252808
506,0.4591762433,1.6934548118,0.1281218741,3.5608024731,3.9955199151,1.7686988354,1.7728988595,0.2634801896,0.1876704626,0.0925970583
507,0.4388873091,1.6965369729,0.1341922892,3.5942742769,4.0242409672,1.7978942843,1.7781971808,0.2425615615,0.1926906896,0.0995030004
508,0.7009076029,1.6979150424,0.1373475129,3.2773424842,3.732169448,1.7973423534,1.7201954765,0.2356411899,0.2113980462,0.1639585093
509,0.6458255363,1.6332202199,0.1937844559,3.8405891091,2.0973930398,1.6454808928,0.3955789634,0.1738477332,0.1464883258,0.0584355876
510,0.4980581772,1.6558490405,0.1962160408,3.8938220524,2.1343283224,1.6814655017,0.5477887612,0.1534674079,0.1703578879,0.0681832783
511,0.5241107764,1.5428423082,0.1971996377,4.0678529759,2.1521554697,1.6860236146,0.5621988977,0.1190180561,0.1958726933,0.0754840268
512,0.5272243154,1.5292504154,0.186240462,4.1354108166,2.2825513544,1.6622202753,0.5559461243,0.1526225265,0.2108191436,0.0930384747
513,0.5302194904,1.5239937871,0.1779449276,4.3153967253,2.4334714045,1.6663887732,0.5546101191,0.3261288049,0.222897895,0.1148857446
514,0.4991579022,1.6259972521,0.1624721892,4.4053737643,2.5147739698,1.6766277416,0.5400723922,0.2927195822,0.2207040677,0.1166931858
515,0.40662336,1.653215588,0.1615221665,4.4550356123,2.5584065808,1.698090734,0.5205742862,0.2660238496,0.2280321474,0.1099909478
516,0.3785417789,1.6717079523,0.1670824235,4.4862934938,2.594657642,1.7101871362,0.5062278447,0.2516612154,0.2314636291,0.1281716922
517,0.5097126392,1.6740257011,0.1704818846,4.5224865179,2.6237730044,1.7090466357,0.5036350826,0.2337228217,0.2382802602,0.1784514004
518,0.490532296,1.673770596,0.1721254915,4.1682333612,2.3195246455,1.7103452019,0.5036265594,0.2292112178,0.2569421187,0.1874173523
519,0.5008152199,1.6554273321,0.1603496111,2.8976385852,2.0843035523,1.6942465777,1.9058031468,0.182352127,0.1329110984,0.0706604462
520,0.2968482506,1.6696314494,0.1639441912,2.9664952457,2.1333626778,1.7117993221,1.9145679023,0.1605794804,0.1579634838,0.0801731332
521,0.3443897934,1.6591096325,0.1777082462,3.1838158339,2.1454216054,1.5594462674,1.8981502531,0.1242601991,0.185020043,0.0874384462
522,0.3659088031,1.6581769385,0.1790054145,3.2503607924,2.283366935,1.5481537453,1.7358860383,0.1577767806,0.2060254782,0.1079103253
523,0.3771164806,1.660419782,0.1686495893,3.3227959703,2.3440848348,1.5468738035,1.7386167449,0.1310645691,0.2177528338,0.1295779925
524,0.3673958799,1.6818048074,0.1510673402,3.4074627533,2.4227139761,1.5610040501,1.7537604773,0.1315138308,0.2157382501,0.262075334
525,0.3533602815,1.7079641831,0.145252491,3.4563792948,2.4670045651,1.5795911883,1.7715064423,0.1323931897,0.2218717461,0.2642364255
526,0.345629504,1.724657596,0.1554094422,3.4865259202,2.5033661016,1.5902155764,1.7836339962,0.1382882481,0.2251307827,0.2788721752
527,0.443146386,1.7265264671,0.1619710322,3.5208477009,2.534639641,1.5892848259,1.7851745064,0.1388904493,0.233655207,0.2873519486
528,0.4389292143,1.5506845466,0.1655798956,3.1488671752,2.2119437945,1.5909481493,1.7851113278,0.1499711193,0.2522333436,0.301055217
529,0.4521267353,2.4001364578,0.0873304822,3.2167177667,3.1071906852,2.0840466252,1.6923942994,0.0888954548,0.1686063683,0.0806949798
530,0.3124700051,2.4149733512,0.0915308872,3.3040911006,3.1743626439,2.1004014276,1.7030223471,0.0847253704,0.1772677948,0.0829077807
531,0.4907202233,2.4050210289,0.1089353619,3.5597759835,3.1818837949,1.8630690955,1.6870977629,0.1656238724,0.1985059334,0.0883584586
532,0.5089221353,2.4078094287,0.1116856522,3.6057748268,3.320630142,1.8934371951,1.7048892477,0.1755889346,0.2179221913,0.1069229088
533,0.5239110526,2.4125282606,0.0965634841,3.6768832464,3.385690753,1.898341491,1.4559083998,0.1683617815,0.2277525922,0.1243915054
534,0.3958162497,2.2838559134,0.0924413318,3.7641197636,3.4660705334,1.9127423896,1.4688252023,0.1684145669,0.2326382419,0.1267624059
535,0.3894388306,2.3053090473,0.1271336509,3.8194244275,3.5111122446,1.9311435391,1.4840553479,0.1682749223,0.2368612566,0.1330825635
536,0.3870712438,2.3184368486,0.1379495325,3.8507743295,3.5474778232,1.9416581253,1.4934103363,0.181870574,0.2406012124,0.1444349757
537,0.3880227464,2.3205069407,0.1452610176,3.8824502078,3.6478117491,1.9415928602,1.5527127816,0.1930128171,0.2511264447,0.1516178496
538,0.3868303163,2.2643737362,0.1493919398,3.4995399672,3.3202619228,1.9425594153,1.5525800961,0.2105616342,0.2683003198,0.1612913976
539,0.3984687968,1.7140707366,0.2055182153,17.4839868449,3.0565583971,2.5769152144,1.755547433,0.0936278681,0.2287687847,0.1014373105
540,0.333160252,1.7311563918,0.2094709054,17.5862873476,3.1393423853,2.5919935511,1.7654237304,0.0915312609,0.2331539793,0.101634706
541,0.3660942311,1.7240579357,0.2281708057,17.7721496566,3.1465622682,2.5837090081,1.7521414185,0.0810592288,0.2504343364,0.1060781724
542,0.38503313,1.7267670636,0.2312133311,17.8174706091,3.4322683286,2.5834114126,1.7693688828,0.1579987175,0.2670238736,0.1214761392
543,0.3934982242,1.731344298,0.2301332951,17.8900352205,3.5003195517,2.5897193129,1.7737898877,0.1517689548,0.2742329611,0.1356308628
544,0.391763631,1.5448361922,0.235867695,17.9826996008,3.581082786,2.6031557074,1.7846959642,0.1514221121,0.2803228861,0.1385704096
545,0.6716811343,1.5641543286,0.2287448197,18.0585178442,3.644818744,2.5245412053,1.7986949533,0.149931309,0.2823578744,0.1450918711
546,0.4350078242,1.6058789986,0.2285968277,18.0857830694,3.6763888965,2.5609935284,1.8343995771,0.1614097074,0.287597,0.155322627
547,0.4117246641,1.6068140378,0.2341929161,18.1134555963,3.7032341792,2.5609654003,1.7291150488,0.1718647764,0.300086198,0.1626356538
548,0.3880830647,1.6039341143,0.2371971364,17.764954652,3.4047308588,2.4636062064,1.729107357,0.1870794344,0.3167953459,0.2556105227
549,0.3833103862,1.6756785362,0.1515114579,4.4497062852,2.8573075383,1.7410985527,1.7298768099,0.1224299729,0.2687847776,0.1408205194
550,0.3439713026,1.6871512516,0.154732951,4.5097642445,2.9063870802,1.7502596052,1.7373270851,0.1210099512,0.2703850093,0.1157823869
551,0.3974863288,1.470398926,0.1742457856,4.686609481,2.9119101285,1.7430439616,1.7263972805,0.1106900305,0.2837798304,0.1057822735
552,0.4083740795,1.471789593,0.1798055663,4.7310473535,3.0415825749,1.7457526445,1.7385543032,0.1261096417,0.2979789775,0.122945442
553,0.4071216855,1.4726965364,0.1815958856,4.7992261839,3.1045364861,1.7525213498,1.7438057315,0.1918311648,0.3826415318,0.1139956546
554,0.3852539346,1.4899260445,0.1880287377,4.8960857901,3.1940470489,1.7645941258,1.7555640448,0.1936877176,0.3818863849,0.1044556503
555,0.7799413089,1.5099521476,0.1794983056,4.9661810522,3.255173696,1.7808422859,1.7691445174,0.194615769,0.3578626716,0.1068840955
556,0.6770560805,1.5621438651,0.1752762111,4.9936924829,3.2881505533,1.8300955173,1.7444095787,0.2006736297,0.3601859613,0.1139063405
557,0.6249243617,1.5625297411,0.1756347133,5.0198266208,3.3152657571,1.8300878947,1.7446095449,0.2047664279,0.3709800215,0.1187681576
558,0.5809683317,1.5602763889,0.1797460457,4.6774486692,3.0179101286,1.830699433,1.7445466757,0.2126364671,0.3869515797,0.2449325044
559,0.562248028,1.6217188346,0.1653161034,3.2158947816,4.0512226369,2.8671449912,1.6709453678,0.0248088329,0.2293063904,0.2239185788
560,0.376960995,1.632255704,0.1669932606,3.265575235,4.0918697449,2.8746928033,1.6783413891,0.0197387887,0.2201182742,0.1626140167
561,0.5861570963,1.6256262423,0.1846754071,3.4475753465,4.0962847008,2.8632765855,1.6622634922,0.0069122072,0.2178654702,0.1409310042
562,0.5903323966,1.6269357474,0.1889989905,3.492380122,4.2347341529,2.6774385498,1.4838588475,0.0216449677,0.228697847,0.1593308786
563,0.601646093,1.6349718602,0.1903533891,3.568158524,4.3012170158,2.6839807026,1.4883839,0.0095337493,0.3772407304,0.1511816932
564,0.5680953495,1.6566862333,0.1996045125,3.6705343072,4.3971487594,2.7007782678,1.503121433,0.0095299778,0.3639056826,0.1201306177
565,0.9968922957,1.6787777581,0.2402822629,3.7338447485,4.4539208296,2.7213377391,1.730523569,0.0036363193,0.3153100816,0.1081173785
566,0.8944594426,1.6805738593,0.2294833073,3.7630500073,4.4861755702,2.7759117538,1.7816965861,0.0106386852,0.3066224017,0.0982427238
567,0.8318376226,1.6809944167,0.2239869646,3.7878661676,4.5126186926,2.7759043117,1.7819393262,0.0149968051,0.3146715528,0.091165673
568,0.7787575267,1.6792591516,0.2294694942,3.4610659505,4.2202391735,2.7761246604,1.7095433923,0.0232099692,0.3301388924,0.3214368455
569,0.7485460802,1.6087209298,0.1520682452,3.1468387859,3.163270754,2.1239994406,1.5899553087,0.0140809408,0.2041851376,0.25866739
570,0.3933733395,1.6199337775,0.1521167827,3.1980591028,3.2088619884,2.1309239781,1.5978480934,0.0223564348,0.1811389359,0.1821614985
571,0.4551384153,1.6085978633,0.1716549694,3.392256178,3.2150206687,2.1125954604,1.4352598377,0.0404170341,0.163032755,0.1635082004
572,0.453502357,1.6119537294,0.1751919631,3.4373026755,3.3685412161,2.1206862785,1.4509471863,0.0254587085,0.1718660192,0.1808281713
573,0.4630751945,1.6197390208,0.1727596728,3.5187020245,3.4543426966,1.9805993057,1.4521018601,0.037684507,0.3521378949,0.1776666019
574,0.4256062821,1.6464048391,0.2313601422,3.6224037744,3.552402466,2.0042174289,1.4744147448,0.0376286691,0.3347835182,0.1337094358
575,0.8454531914,1.6879656651,0.2329160528,3.6842276642,3.7273176009,2.0298520147,1.4985541616,0.0499980994,0.2766573675,0.1050033223
576,0.7420661804,1.7596836373,0.2215601642,3.7103222891,3.7598535112,2.0879608248,1.5510476127,0.0408221544,0.2606048258,0.0835468973
577,0.6826646117,1.5954509336,0.2131593318,3.7350383699,3.7873915547,2.0880354431,1.5513163759,0.0340891549,0.2476965259,0.0697095252
578,0.6314398712,1.5944226767,0.2184586734,3.4171421583,3.4976642825,2.0874547667,1.5511887081,0.0913830301,0.1690268784,0.3105545771
579,0.4708086679,1.6300152545,0.4134905702,2.681825284,3.139018781,1.5843949685,1.5777533545,0.0336874514,0.2176296889,0.2925043581
580,0.4069823813,1.6408439341,0.4128934155,2.7341582184,3.1873268055,1.5904602102,1.5841691098,0.0480879068,0.1904196226,0.2258799602
581,0.4694824011,1.6231066886,0.4336139745,2.9390488755,3.1939299004,1.5646820083,1.5511273944,0.0149353647,0.1705767621,0.2139353043
582,0.4613628194,1.6301442477,0.4344105542,2.9836827366,3.356953962,1.5786279611,1.5723527441,0.0464832543,0.1810641172,0.2262746205
583,0.4726982281,1.4996766426,0.429661473,3.060192664,3.4343279972,1.5848031062,1.4339502764,0.049168256,0.1480803698,0.2328167522
584,0.4405068522,1.524128198,0.443291243,3.1674131589,3.5299317259,1.6056154349,1.4545815928,0.0465710308,0.1589475969,0.1901210345
585,0.7612515677,1.5510593615,0.4456542732,3.22755972,3.7001782614,1.6320830116,1.4808796267,0.0634254699,0.1178898046,0.1563162534
586,0.6665512107,1.7085840307,0.4336595091,3.2529001571,3.7322914588,1.6461596337,1.5335972378,0.0474941729,0.1286547424,0.1352749425
587,0.6110781193,1.7090066765,0.4239713375,3.2752071842,3.7597957641,1.6464609498,1.5337355567,0.0301946181,0.1376597452,0.1243259807
588,0.5637717572,1.7083642923,0.422971816,2.9525982547,3.468419965,1.6458406888,1.6350102677,0.0099742413,0.1676219974,0.359050819
589,0.5385286205,1.6291070312,0.1475689021,3.2350552991,4.685763079,1.5467152322,3.0502704979,0.0483999613,0.0720100043,0.2782642611
590,0.4236553852,1.6385710626,0.1469291237,3.2896018626,4.7379068431,1.5519390551,3.0551999301,0.0631301517,0.0842054408,0.2213181697
591,0.4876640419,1.6152273624,0.1751396337,3.5123996169,4.7473321796,1.5213348834,2.8744344394,0.0864297309,0.1164433395,0.2134122029
592,0.4698798903,1.6248878994,0.1803575577,3.5561114718,4.9194404273,1.5393971047,2.8990284269,0.0717021949,0.1356159683,0.2244045433
593,0.4817230638,1.6298071282,0.1732657716,3.6325812474,5.0025003976,1.3965624899,2.8981418422,0.0866378069,0.2772551628,0.2378249869
594,0.4524820477,1.6557926754,0.1902345647,3.7314772269,5.0982898812,1.4181614768,2.9198641552,0.0836168786,0.2868998944,0.1957730163
595,0.8554263706,1.6781022297,0.1965102175,3.8969228446,5.2669499786,1.4457907168,2.9495019347,0.1060238983,0.2620043699,0.1582488999
596,0.763987601,1.7435107989,0.1887164833,3.9200098039,5.3008473124,1.5004161447,3.0020765603,0.0926733912,0.2686018844,0.1406228891
597,0.7125006126,1.5987147953,0.187340411,3.9438898998,5.3287426073,1.5007783598,3.0021357258,0.0777845258,0.2766474413,0.1349441873
598,0.6667428251,1.5984028103,0.1864759063,3.6184895492,5.0347332105,1.5002780398,3.0021457845,0.0603222373,0.3029185873,0.3505833807
599,0.6412253549,2.31965686,0.2249893813,2.1188097502,2.0953858104,0.4340147876,0.4019638496,0.0607466108,0.0454750933,0.2738631566
600,0.4251489889,2.3274341779,0.2240371112,2.1692646272,2.1452053526,0.4298867595,0.39931062,0.0722216819,0.0670717076,0.2293080407
601,0.4855556643,2.3030583157,0.2588494952,2.3858231287,2.1555792954,0.4618801874,0.4417486046,0.0907142353,0.1152215792,0.2284090801
602,0.4687456808,2.3127676534,0.2714874778,2.4277295215,2.4627195214,0.4379038862,0.4124727553,0.0768975257,0.1330028689,0.3158180437
603,0.479622837,2.3162731614,0.2509955398,2.4998935453,2.5459783405,0.4786905703,0.4124740034,0.0889905906,0.1517980102,0.3497760701
604,0.4502844024,2.2969568806,0.2615668999,2.585659533,2.6399094994,0.4562948872,0.3915072174,0.0867285788,0.1582487377,0.3143827901
605,0.8505285515,2.318501758,0.274117422,2.64264156,2.6974992928,0.4376190346,0.3651995085,0.0833243056,0.132001584,0.2790354048
606,0.7594455218,2.3811770152,0.2700885969,2.664373303,2.7300803525,0.3207291156,0.3110522625,0.0712973055,0.1381234325,0.2762705874
607,0.7079148809,2.3810179318,0.2779606576,2.6884672647,2.7561546299,0.3201554917,0.3110478638,0.0564348206,0.1471530019,0.2820094329
608,0.6614945829,2.3805872295,0.2764864843,2.3632448342,2.4548022156,0.3203084939,0.3110561049,0.0404650702,0.1727448596,0.4160524195
609,0.6349655411,1.9747218159,0.1467024978,0.982842992,2.5404602263,1.6126065007,0.3867574483,0.043675024,0.0507973795,2.6685863467
610,0.4467736701,1.8426084178,0.1376412244,0.9394502409,2.5865627983,1.6161505597,0.3855270475,0.0546859871,0.0731144901,2.7113276971
611,0.5015711244,1.8105327838,0.1749728661,0.7429930962,2.5986021864,1.5836343302,0.42544905,0.0741653113,0.1185363401,2.5231821439
612,0.4788510387,1.8195361526,0.1889145224,0.7032181366,2.7707670634,1.6056304165,0.4027569887,0.0627553822,0.1359785499,2.5239851011
613,0.4888770542,1.8138395451,0.1672276654,0.632650585,2.8522974405,1.4394076309,0.4088163754,0.0736456046,0.1577925654,2.4781622025
614,0.4622412122,1.8392558602,0.177006802,0.5530693792,2.9326964092,1.4622798186,0.3858910497,0.0709877724,0.164827869,2.5053068482
615,0.7804481989,2.02587168,0.1914049762,0.5183995331,2.8340285819,1.6616807684,0.3670323414,0.0408469027,0.1383683422,2.5347928556
616,0.7105247261,2.0569025718,0.1908283487,0.4987863211,2.8673879883,1.6883310225,0.6579772393,0.0619932476,0.1434217292,2.523517599
617,0.6587983057,1.7537525717,0.1994093076,0.4753163241,2.8950595994,1.372148244,0.6579207825,0.0809927423,0.1524829805,2.5072777178
618,0.9892287284,1.7534492424,0.19671174,0.8235399469,2.5812128169,1.3719507715,0.6579028048,0.1035381511,0.1784240789,2.4952929027
619,0.9594442979,1.6211270544,0.3595819073,0.6765794231,0.0571118492,1.6680654112,1.6069840367,0.0183594032,0.0532315966,3.1114612116
620,0.4126327209,1.2102403068,0.3508799946,0.6391581499,0.1020291581,1.6705234077,1.6072898464,0.0278482805,0.0703960065,3.0604962138
621,0.4640492204,1.1695406984,0.3908294595,0.44307635,0.1179615877,1.4807458622,1.572904839,0.0444124269,0.1117545031,3.0327535985
622,0.4388693474,1.1785280138,0.4071705679,0.4051347092,0.2907148633,1.5009741844,1.4107975065,0.0337798356,0.1216254519,3.0262302291
623,0.4490860536,1.1766710099,0.383879514,0.3261946719,0.5140489331,1.4996599368,1.4027174846,0.2138029981,0.1387738038,2.9892461345
624,0.4046105881,1.2190886822,0.3537476714,0.0182097814,0.5979200643,1.540725738,1.4448109891,0.2093719372,0.0843196771,3.0012074785
625,0.7488937749,1.2344184127,0.3600057666,0.0154778776,0.6369184869,1.556985457,1.6720039052,0.2107331217,0.0802086522,3.0091707304
626,0.6713461927,1.2510853993,0.3630843526,0.0299007124,0.6698858403,1.5723212234,1.6885417703,0.2340516479,0.4387738399,2.9876116336
627,0.6151269168,1.2510781967,0.3723510461,0.0512498901,0.704404774,1.5723975617,1.6885337776,0.254445666,0.4476066771,2.9622458052
628,0.563186987,1.2507186402,0.3628386982,0.297706186,0.3682032781,1.2783013476,1.688513033,0.2767049082,0.3461835899,2.9467904549
629,0.5347769776,3.171567141,0.1567936983,2.9559143888,3.1150295534,1.6435087591,1.6541395009,0.0205834446,0.0428918997,2.6477849502
630,0.4134634898,3.1773625084,0.1449732633,2.9915909427,3.1605460163,1.5393917399,1.6542984896,0.0296695588,0.0327903473,2.6043749464
631,0.4648177283,3.1626750391,0.1838645855,3.1800599075,3.1784456886,1.5150514319,1.6199609835,0.0465812285,0.0195415353,2.5830696819
632,0.4424256393,3.1700975138,0.2030581163,3.2182511714,3.3545708716,1.5354777519,1.5446649112,0.0364677258,0.0257183679,2.5764015145
633,0.4536165413,3.1769387659,0.1675096552,3.2798072914,3.4296766352,1.5401478569,1.5419148622,0.124889804,0.0438673501,2.5479429275
634,0.4098974693,3.2240840487,0.1469667424,3.3547606053,3.5166671496,1.582216516,1.5878567344,0.0746319424,0.0451938094,2.5719320625
635,0.7765482067,3.2422182024,0.1239765008,3.392582364,3.5627656417,1.6015957681,1.6095228851,0.0611939124,0.045315872,2.5830463866
636,0.7023455773,3.258746825,0.1029742367,3.4107550442,3.6990883293,1.6159467702,1.6225427177,0.0637665791,0.056550598,2.555230415
637,0.653198706,3.2586714207,0.0853144723,3.4353865288,3.7304734705,1.6159963984,1.6224774435,0.073363596,0.073066958,2.5278085291
638,0.6056162476,3.1571937093,0.0661921844,3.0836752597,3.7577324518,1.6156939973,1.6223743019,0.0859857139,0.095465356,2.5124615268
639,0.5799385946,1.6716416784,0.1393516161,3.2661800234,3.3943316858,0.3618460093,0.1497494658,0.0847899207,2.8739203011,2.7409189401
640,0.3643156435,1.6801259196,0.13252035,3.3063570933,3.4116593201,0.3567341592,0.1580190568,0.0557548246,2.8745962365,2.7096192611
641,0.4191138817,1.6661717749,0.0736723383,3.501480628,3.4063821341,0.3814287396,0.2159617993,0.0129840586,2.7865697841,2.6886447552
642,0.3986701303,1.6755588315,0.0366502775,3.5479608368,3.6645671425,0.3667632825,0.213005621,0.0207919427,2.7818531795,2.6760750426
643,0.3955935932,1.6814740731,0.5499827858,3.5887527987,3.6944297751,0.3631244299,0.228166045,0.2193096222,2.7544834015,2.6669025839
644,0.3670370852,1.7243255835,0.4800608383,3.6597513301,3.7471752624,0.3282456262,0.2103823505,0.171137111,2.555797814,2.6830444795
645,0.7008501801,1.7429498844,0.4330889237,3.7055019465,3.7756501622,0.3025954177,0.1985534078,0.1440994573,2.586310524,2.6911018193
646,0.5439321455,1.7640583383,0.3956500926,3.7308405091,3.7909446851,0.2858822151,0.1961570034,0.1229303996,2.6116940841,2.6807307422
